source,title,description,author,publishedAt,url,sentimentScore,neg,neu,pos,compound
ABC News,Potential debt ceiling standoff looms large over State of the Union,"When Joe Biden delivers his State of the Union address with Kevin McCarthy over his shoulder, looming between the two will be a possible standoff over the debt ceiling",Allison Pecorin,2023-02-07 01:44:21+00:00,https://abcnews.go.com/Politics/potential-debt-ceiling-standoff-looms-large-state-union/story?id=96921754,-1.0,0.406,0.594,0.0,-0.4767
ABC News,Buttigieg defends 'extraordinary' economy as polling suggests significant discontent,A new survey found that four in 10 Americans feel worse off financially.,Justin Gomez,2023-02-05 17:19:00+00:00,https://abcnews.go.com/Politics/buttigieg-defends-extraordinary-economy-polling-shows-significant-discontent/story?id=96898186,1.0,0.0,0.795,0.205,0.2023
ABC News,Guest lineups for the Sunday news shows,Guest lineups for the Sunday news shows,The Associated Press,2023-02-04 00:23:39+00:00,https://abcnews.go.com/Politics/wireStory/guest-lineups-sunday-news-shows-96888129,0.0,0.0,1.0,0.0,0.0
ABC News,Biden 2024? Most Democrats say no thank you: AP-NORC poll,"A majority of Democrats now think one term is plenty for President Joe Biden, despite his insistence that he plans to seek reelection in 2024",JOSH BOAK and HANNAH FINGERHUT Associated Press,2023-02-06 05:24:17+00:00,https://abcnews.go.com/Politics/wireStory/biden-2024-democrats-ap-norc-poll-96913983,1.0,0.0,0.717,0.283,0.4144
ABC News,Biden's State of the Union to tout policy wins on economy,"President Joe Biden will use his second State of the Union address on Tuesday to remind Americans of how their lives have been improved over his first two years in office, as he tries to navigate the tricky politics of a newly divided Washington",ZEKE MILLER and SEUNG MIN KIM Associated Press,2023-02-05 17:24:03+00:00,https://abcnews.go.com/Politics/wireStory/bidens-state-union-tout-policy-wins-economy-96905561,1.0,0.147,0.49,0.363,0.4939
ABC News,Analysis: Can Biden make his case for four more years?,Joe Biden's State of the Union address comes at a crucial moment for his presidency,CHRIS MEGERIAN Associated Press,2023-02-07 18:54:27+00:00,https://abcnews.go.com/Politics/wireStory/analysis-biden-make-case-years-96955371,0.0,0.0,1.0,0.0,0.0
ABC News,Guest lineups for the Sunday news shows,Guest lineups for the Sunday news shows,The Associated Press,2023-02-04 00:23:46+00:00,https://abcnews.go.com/Entertainment/wireStory/guest-lineups-sunday-news-shows-96888190,0.0,0.0,1.0,0.0,0.0
ABC News,Biden's State of the Union to tout policy wins on economy,"President Joe Biden will use his second State of the Union address on Tuesday to remind Americans of how their lives have been improved over his first two years in office, as he tries to navigate the tricky politics of a newly divided Washington",ZEKE MILLER and SEUNG MIN KIM Associated Press,2023-02-05 17:09:28+00:00,https://abcnews.go.com/Business/wireStory/bidens-state-union-tout-policy-wins-economy-96905564,1.0,0.147,0.49,0.363,0.4939
Associated Press,POLL: Biden second term? Most Dems say no...,"WASHINGTON (AP) — A majority of Democrats now think one term is plenty for President Joe Biden, despite his insistence that he plans to seek reelection  in 2024.",Josh Boak,2023-02-06 12:34:37+00:00,https://apnews.com/article/ap-norc-poll-biden-2024-presidential-prospects-c843c5af6775b4c8a0cff8e2b1db03f6,0.0,0.0,1.0,0.0,0.0
Associated Press,Can he make case for 4 more years?,WASHINGTON (AP) — This should be a high point of Joe Biden's presidency. He's repeatedly beaten the odds with a string of legislative accomplishments  and a historically strong midterm election where Democrats held the line  against Republicans.,Chris Megerian,2023-02-07 21:43:41+00:00,https://apnews.com/article/state-of-the-union-analysis-607bb534ea3f938de2a942e9401afcc9,0.0,0.0,1.0,0.0,0.0
