source,title,description,author,publishedAt,url,sentimentScore,neg,neu,pos,compound
Breitbart News,Poll: Trump Leads Crowded GOP Primary Field in South Carolina,"Former President Donald Trump leads former Gov. Nikki Haley (R-SC) and his other potential Republican primary opponents in South Carolina, the second GOP primary state in the nation, according to a poll. Trump has the support of 35.1 percent of","Nick Gilbertson, Nick Gilbertson",2023-02-15 16:38:21+00:00,https://www.breitbart.com/politics/2023/02/15/poll-trump-leads-crowded-gop-primary-field-in-south-carolina/,0.0,0.0,1.0,0.0,0.0
Breitbart News,Exclusive — Nikki Haley on 2024 Campaign: Voters ‘Want Something Different’,Former South Carolina Gov. Nikki Haley told Breitbart News exclusively here after her campaign launch on Wednesday that she welcomes a crowded field in the 2024 Republican presidential primary.,"Matthew Boyle, Matthew Boyle",2023-02-16 15:44:07+00:00,https://www.breitbart.com/politics/2023/02/16/nikki-haley-2024-campaign-voters-want-something-different/,1.0,0.0,0.714,0.286,0.2023
Breitbart News,Anti-Woke Businessman Vivek Ramaswamy Hopes to Spark 'Revival of National Identity' if He Runs for President,"A young, energetic entrepreneur named Vivek Ramaswamy is mulling a run for president of the United States, hoping his candidacy sparks a ""revival of national identity"" if he enters the fray and would reportedly seek to follow former President Donald J. Trump'…","Nick Gilbertson, Nick Gilbertson",2023-02-18 18:21:47+00:00,https://www.breitbart.com/politics/2023/02/18/anti-woke-businessman-vivek-ramaswamy-hopes-spark-revival-national-identity-he-runs-president/,1.0,0.0,0.68,0.32,0.5719
Business Insider,"Trump and Kushner's Saudi ties are an ethical minefield — and Hunter Biden's a distraction, DC watchdog says","Congress should investigate what deals Trump and his son-in-law made with Mohammed bin Salman before leaving office, an ethics expert told Insider.",cdavis@insider.com (Charles R. Davis),2023-02-15 23:40:14+00:00,https://www.businessinsider.com/trump-and-kushners-saudi-ties-are-an-ethical-minefield-watchdog-2023-2,1.0,0.164,0.629,0.208,0.1779
Business Insider,Ron DeSantis backed deep cuts to Social Security and Medicare while in Congress. Trump is ready to hammer him for it ahead of 2024.,Both Joe Biden and Donald Trump are already going after DeSantis over his past positions that he took while in Congress.,bgriffiths@insider.com (Brent D. Griffiths),2023-02-12 11:01:00+00:00,https://www.businessinsider.com/ron-desantis-voting-record-vulnerabilities-congress-2024-trump-biden-2023-2,1.0,0.121,0.549,0.33,0.4215
Business Insider,Biden aides briefed former Trump officials on the Chinese spy balloon intrusions the ex-president has claimed never happened,"Former officials who received a briefing included Mike Pompeo, John Ratcliffe, Robert O'Brien, and John Bolton, NBC reported and a source confirmed for Insider.",ngaudiano@insider.com (Nicole Gaudiano),2023-02-16 19:38:32+00:00,https://www.businessinsider.com/biden-aides-briefing-former-trump-officials-on-chinese-spy-balloons-2023-2,0.0,0.0,1.0,0.0,0.0
CNN,Opinion: Biden's silence on balloons is complicated,"President Joe Biden has been criticized by members of both parties for not being more transparent and forthcoming about the decision to shoot down three aerial objects, just days after a US fighter jet took down a Chinese surveillance balloon off the coast of…",Julian Zelizer,2023-02-16 17:08:09+00:00,https://www.cnn.com/2023/02/16/opinions/biden-aerial-objects-transparency-zelizer/index.html,0.0,0.0,1.0,0.0,0.0
CNN,Nikki Haley to push for a 'renewal of American pride' in first 2024 campaign pitch,"Former United Nations Ambassador Nikki Haley is expected to say that not enough Americans feel proud of their country and that it's time for a new generation of leadership when she makes her opening pitch for the Republican nomination for president Wednesday,…",Kate Sullivan,2023-02-15 10:59:59+00:00,https://www.cnn.com/2023/02/15/politics/nikki-haley-2024-charleston/index.html,1.0,0.0,0.789,0.211,0.34
CNN,Many Republicans may run for president. Most don't stand a chance,Former US ambassador to the UN Nikki Haley officially announced she's running for the GOP presidential nomination. She and other potential contenders will face an uphill climb since none of them are currently particularly strong in surveys of Republican prima…,Zachary B. Wolf,2023-02-14 22:32:24+00:00,https://www.cnn.com/2023/02/14/politics/2024-republicans-nikki-haley-what-matters/index.html,-1.0,0.2,0.8,0.0,-0.2509
CNN,Here are the Republicans considering 2024 presidential runs,Here's a look at who's in and who is considering a 2024 run for the Republican nomination.,Eric Bradner,2023-02-14 18:51:01+00:00,https://www.cnn.com/2023/02/14/politics/2024-republican-presidential-contenders-list/index.html,0.0,0.0,1.0,0.0,0.0
CNN,"5 things to know for Feb. 15: Presidential bids, Aliens, Cyclone, FAA review, Ukraine",Here's what else you need to know to Get Up to Speed and On with Your Day.,Alexandra Meeks,2023-02-15 12:02:07+00:00,https://www.cnn.com/2023/02/15/us/five-things-february-15-trnd/index.html,0.0,0.0,1.0,0.0,0.0
CNN,These are the GOP voters who may decide Trump's fate in 2024,Donald Trump's fate in the 2024 GOP presidential race may pivot on whether he can retain the surprisingly broad support he secured in 2016 from an unexpected group of Republican voters.,Ronald Brownstein,2023-02-14 05:05:22+00:00,https://www.cnn.com/2023/02/14/politics/gop-voters-evangelicals-trump-2024-fault-lines/index.html,0.0,0.0,1.0,0.0,0.0
CNN,Nikki Haley's first days in GOP 2024 race preview the Trump balance act awaiting other contenders,"Nikki Haley's entrance into the 2024 Republican presidential race is offering the first demonstration of the difficult task awaiting other potential GOP candidates, as she seeks to stand out in what could become a crowded field -- without directly attacking f…",Eric Bradner,2023-02-16 21:59:19+00:00,https://www.cnn.com/2023/02/16/politics/nikki-haley-navigating-trump-2024/index.html,0.0,0.0,1.0,0.0,0.0
Fortune,Trump gets first major 2024 challenger as Nikki Haley declares run for president on Twitter,"The former Trump official said two years ago that she wouldn’t run but now sees a need for ""generational change.""","Meg Kinnard, The Associated Press",2023-02-14 14:53:10+00:00,https://fortune.com/2023/02/14/nikki-haley-is-running-for-president-2024-running-donald-trump-south-carolina-un-ambassador/,1.0,0.0,0.88,0.12,0.128
Fortune,"'May the best woman win,' Nikki Haley says as she calls for rejection of 'identity politics'","One identity Haley rejects is age: ""“America is not past its prime. It’s just that our politicians are past theirs.”","Meg Kinnard, Michelle L. Price, The Associated Press",2023-02-15 21:49:20+00:00,https://fortune.com/2023/02/15/nikki-haley-launches-presidential-campaign-identity-politics-generational-change-best-woman-win/,1.0,0.179,0.41,0.41,0.6705
Fox News,Tom Bevan: GOP Candidates Are Just Beginning To Make Their 2024 Calculations,"Co-Founder and President of Realclearpolitics.com Tom Bevan joins Fox Across America With Jimmy Failla to share his reaction to former U.N.  Ambassador Nikki Haley officially announcing the launch of her presidential campaign, and what this means for the race…",Michael Addvensky,2023-02-15 21:24:39+00:00,https://radio.foxnews.com/2023/02/15/tom-bevan-gop-candidates-are-just-beginning-to-make-their-2024-calculations/,0.0,0.0,1.0,0.0,0.0
Fox News,Mike Pompeo on potential USA showdown with Chinese diplomat: 'Our response should be determined and real',Former Secretary of State Mike Pompeo discusses the potential meeting between Secretary of State Anthony Blinken and top Chinese diplomat Wang Yi.,Fox News Staff,2023-02-18 19:32:36+00:00,https://www.foxnews.com/media/mike-pompeo-potential-showdown-chinese-diplomat-response-should-determined-real,1.0,0.0,0.806,0.194,0.34
Fox News,"Trump edges DeSantis in Republican primary matchup, Biden remains largely unpopular with voters: Poll","A new poll shows former President Donald Trump edging Florida Gov. Ron DeSantis in a hypothetical GOP presidential primary, while President Biden's approval rating remains underwater.",Brandon Gillespie,2023-02-16 17:07:07+00:00,https://www.foxnews.com/politics/trump-edges-desantis-republican-primary-matchup-biden-unpopular-voters-poll,0.0,0.0,1.0,0.0,0.0
Fox News,George Soros predicts 'Democratic landslide' in 2024 if Trump and DeSantis 'slug it out',"George Soros called Florida Gov. Ron DeSantis ""ruthless and ambitious"" and said he hopes former President Donald Trump loses the 2024 GOP presidential nomination.",Chris Pandolfo,2023-02-17 13:04:58+00:00,https://www.foxnews.com/politics/george-soros-predicts-democratic-landslide-2024-trump-desantis-slug-out,0.0,0.0,1.0,0.0,0.0
Fox News,Otto Warmbier's mother endorses Nikki Haley for president in heartfelt speech,"Cindy Warmbier, the mother of Otto Warmbier, endorsed former South Carolina Gov. Nikki Haley's 2024 presidential run in a heartfelt speech on Wednesday.",Anders Hagstrom,2023-02-15 18:48:34+00:00,https://www.foxnews.com/politics/otto-warmbiers-mother-endorses-nikki-haley-president-heartfelt-speech,1.0,0.0,0.543,0.457,0.7096
Fox News,Nikki Haley calls for politicians over 75 to face 'mental competency tests',"While announcing her campaign for president, Nikki Haley called for politicians over the age of 75 to take “mental competency tests” to hold public office.",Anders Hagstrom,2023-02-15 22:29:38+00:00,https://www.foxnews.com/politics/nikki-haley-calls-politicians-75-face-mental-competency-tests,0.0,0.0,1.0,0.0,0.0
Fox News,"Hunter Biden just helped Republicans, suburbs next on Dems' hit list and more Fox News Opinion","Read the latest Fox News Opinion columns and watch videos from Tucker Carlson, Sean Hannity, Laura Ingraham and more.",Fox News Staff,2023-02-14 16:51:43+00:00,https://www.foxnews.com/opinion/hunter-biden-helped-republicans-suburbs-next-dems-hit-list,0.0,0.0,1.0,0.0,0.0
Fox News,MONEY TALKS: Rumored presidential hopefuls with the most cash in the bank,"Former President Donald Trump remains the only announced GOP candidate in the race for the White House, though Nikki Haley is expected to formally launch her campaign next week.",Sophia Slacik,2023-02-11 22:00:28+00:00,https://www.foxnews.com/politics/money-talks-rumored-presidential-hopefuls-most-cash-bank,0.0,0.0,1.0,0.0,0.0
Fox News,Trump welcomes Nikki Haley into the 2024 race: ‘The more the merrier’,Former President Trump said he is “glad” Nikki Haley is running for the 2024 GOP presidential nomination and said she should “not be bound” by her promise not to run against him.,Brooke Singman,2023-02-15 20:21:25+00:00,https://www.foxnews.com/politics/trump-welcomes-nikki-haley-2024-race-more-merrier,1.0,0.0,0.526,0.474,0.6597
Fox News,Outrage on Twitter after Baltimore reveals zero students proficient in math across 23 schools: ‘FAILURE',A new report sparked outrage on Twitter after it revealed that zero Baltimore students in 23 different public schools across the city are proficient in math.,Jeffrey Clark,2023-02-14 13:25:18+00:00,https://www.foxnews.com/media/outrage-twitter-baltimore-reveals-zero-students-proficient-math-across-23-schools-failure,-1.0,0.423,0.577,0.0,-0.8091
Fox News,Blinken meets with China's top diplomat for first time since downing of spy craft,Secretary of State Antony Blinken met with a top Chinese diplomat in Germany on Saturday two weeks after the U.S. shot down a Chinese surveillance balloon.,Andrew Miller,2023-02-18 21:43:55+00:00,https://www.foxnews.com/politics/blinken-meets-chinas-top-diplomat-first-time-downing-spy-craft,1.0,0.0,0.847,0.153,0.2023
Fox News,"Haley supporters ‘love her chances’ in 2024 GOP presidential primary, 'would like to see a woman nominated'","Nikki Haley supporters gathered in Charleston, South Carolina for the former governor's presidential campaign launch tell Fox News they ‘love her chances’ in 2024 GOP nomination race",Paul Steinhauser,2023-02-16 07:00:03+00:00,https://www.foxnews.com/politics/haley-supporters-love-her-chances-2024-gop-presidential-primary-would-see-woman-nominated,1.0,0.0,0.441,0.559,0.886
Fox News,"Trump tops DeSantis in fresh 2024 GOP presidential primary poll, other potential candidates in single digits",Former President Donald Trump leads a field of actual and potential Republican presidential contenders in a new national poll looking at the growing but still hypothetical 2024 GOP race,"Paul Steinhauser, Andrew Murray",2023-02-14 21:28:10+00:00,https://www.foxnews.com/politics/trump-tops-desantis-fresh-2024-gop-presidential-primary-poll-potential-candidates-single-digits,1.0,0.0,0.663,0.337,0.6808
Fox News,"Haley slams old candidates, but faces tough challenge as ex-Trump official","On paper, Nikki Haley should be a formidable contender for the presidency. However, she may be running for the nomination of a Republican Party of the past.",Howard Kurtz,2023-02-16 08:09:40+00:00,https://www.foxnews.com/shows/media-buzz/haley-slams-old-candidates-faces-tough-challenge-trump-official,-1.0,0.153,0.714,0.133,-0.0516
Fox News,Nikki Haley leaps into 2024 GOP presidential primary at packed campaign rally,"Former South Carolina Gov. Nikki Haley formally kicks off her 2024 Republican presidential campaign, joining former President Donald Trump as the only major GOP contenders in the race","Paul Steinhauser, Thomas Phippen",2023-02-15 16:46:48+00:00,https://www.foxnews.com/politics/nikki-haley-leaps-2024-gop-presidential-primary-campaign-rally,0.0,0.0,1.0,0.0,0.0
Fox News,"Nikki Haley not to be ‘underestimated’ in bid for president, former South Carolina GOP officials say","As Nikki Haley begins a 2024 campaign for the GOP primary, South Carolina Republican insiders say her personal campaigning style and career achievements will win over voters across America",Kyle Morris,2023-02-11 20:12:47+00:00,https://www.foxnews.com/politics/nikki-haley-not-to-be-underestimated-in-bid-for-president-former-south-carolina-gop-officials-say,-1.0,0.174,0.826,0.0,-0.2732
Fox News,This state will play a crucial role in picking the Republican presidential nominee,"South Carolina plays a crucial role in determining the GOP presidential nominee. With Nikki Haley in the 2024 race and Tim Scott likely running, it may take on heightened prominence",Paul Steinhauser,2023-02-15 06:00:36+00:00,https://www.foxnews.com/politics/this-state-will-play-crucial-role-picking-republican-presidential-nominee,1.0,0.0,0.769,0.231,0.34
Fox News,"Trump's in, Haley's getting in – How about DeSantis? Pence? Others? How large a GOP 2024 field will we see?","Former President Donald Trump is in the 2024 GOP White House race, and Nikki Haley's expected to announce her candidacy on Wednesday. But how large will the Republican field get?",Paul Steinhauser,2023-02-13 22:55:26+00:00,https://www.foxnews.com/politics/trump-haley-desantis-pence-others-how-large-gop-2024-field-will-see,0.0,0.0,1.0,0.0,0.0
Fox News,Haley's presidential announcement may open the flood gates in the 2024 GOP nomination race,"Former President Donald Trump is the only major Republican to launch a White House campaign, but Nikki Haley’s entry into the race could open the flood gates for other GOP contenders",Paul Steinhauser,2023-02-12 10:00:35+00:00,https://www.foxnews.com/politics/haleys-presidential-announcement-may-open-flood-gates-2024-gop-nomination-race,0.0,0.0,1.0,0.0,0.0
Fox News,Julian Assange supporters participate in London 'night carnival' to demand release of WikiLeaks founder,Supporters of WikiLeaks founder Julian Assange marched in a “night carnival” in London to call for his release from prison. He is accused of publishing classified materials.,Landon Mion,2023-02-13 07:46:14+00:00,https://www.foxnews.com/world/julian-assange-supporters-participate-london-night-carnival-demand-release-wikileaks-founder,1.0,0.112,0.672,0.216,0.34
MSNBC,"On Social Security, Pence and Haley bolster Democratic arguments",GOP leaders have tried to assure the public that they'll leave Social Security and Medicare alone. The party's 2024 candidates really aren't helping.,Steve Benen,2023-02-17 16:24:27+00:00,https://www.msnbc.com/rachel-maddow-show/maddowblog/social-security-pence-haley-bolster-democratic-arguments-rcna71194,-1.0,0.243,0.541,0.216,-0.0772
MSNBC,"Wednesday’s Campaign Round-Up, 2.15.23",Today’s installment of campaign-related news items from across the country.,Steve Benen,2023-02-15 17:00:16+00:00,https://www.msnbc.com/rachel-maddow-show/maddowblog/wednesdays-campaign-21523-rcna70796,0.0,0.0,1.0,0.0,0.0
NBC News,Biden administration briefs former Trump national security officials on Chinese spy balloons,Biden administration officials on Wednesday evening briefed top officials from the Trump administration on China’s high-altitude surveillance program.,Carol E. Lee and Ken Dilanian and Peter Alexander,2023-02-16 02:58:15+00:00,https://www.nbcnews.com/politics/national-security/former-trump-officials-briefed-chinese-spy-balloons-rcna70933,1.0,0.0,0.806,0.194,0.34
NBC News,Only four more years? GOP primary rivals may take aim at Trump’s term limit,Donald Trump faces a unique limitation that is enticing to both his 2024 GOP rivals and potential running mates: He’s eligible to serve only one more term.,Allan Smith and Jonathan Allen and Natasha Korecki,2023-02-13 13:24:14+00:00,https://www.nbcnews.com/politics/2024-election/gop-rivals-may-take-aim-trumps-term-limit-rcna70176,0.0,0.0,1.0,0.0,0.0
NBC News,Scott Walker says Ron DeSantis is in a 'better' spot to take on Trump than he was,"Florida Gov. Ron DeSantis is in a strong position to run against Donald Trump, according to former Wisconsin Gov. Scott Walker, who ran in the 2016 cycle.",Henry J. Gomez,2023-02-17 19:33:59+00:00,https://www.nbcnews.com/politics/2024-election/ron-desantis-scott-walker-trump-rcna70899,1.0,0.0,0.734,0.266,0.4404
NBC News,John Bolton to be briefed on spy balloons this week,John Bolton says he will be briefed on Wednesday following revelations that Chinese surveillance balloons were deployed during Trump's administration.,"Isabelle Schmeler, Rupa Palla",2023-02-13 22:30:52+00:00,https://www.nbcnews.com/meet-the-press/meetthepressblog/john-bolton-briefed-spy-balloons-week-rcna70489,0.0,0.0,1.0,0.0,0.0
NBC News,Eyes on 2024: GOP lawmakers take sides in presidential primary,"Now that there's another GOP presidential hopeful in the race, and a handful of others clearly signaling their intentions, Republican lawmakers are continuing to pick their favorites for their party's nomination.","Ben Kamisar, Bridget Bowman",2023-02-16 15:51:00+00:00,https://www.nbcnews.com/meet-the-press/meetthepressblog/eyes-2024-gop-lawmakers-take-sides-presidential-primary-rcna70959,0.0,0.0,1.0,0.0,0.0
NBC News,South Carolina GOP divided as Nikki Haley and Tim Scott look to run in 2024,"South Carolina Republicans are keeping an open mind as two of their ""favorite children"" — former Gov. Nikki Haley and Sen. Tim Scott — eye 2024 campaigns.",Allan Smith,2023-02-14 12:30:00+00:00,https://www.nbcnews.com/politics/2024-election/south-carolina-gop-split-nikki-haley-tim-scott-eye-2024-bids-rcna69416,0.0,0.0,1.0,0.0,0.0
Newsweek,Republicans Are on a Crash Course With Trump With No Off-Ramp | Opinion,"Nikki Haley's entrance into the 2024 race this week gives Donald Trump his first, but likely not last, opponent. And she, along with likely candidates Ron DeSantis, Mike Pence, Mike Pompeo, Tim Scott, and the elite donor class within the Republican Party, wan…",Doug Gordon,2023-02-15 16:32:33+00:00,https://www.newsweek.com/republicans-are-crash-course-trump-no-off-ramp-opinion-1781484,-1.0,0.38,0.62,0.0,-0.5994
Newsweek,Republicans 'Need a Woman' on 2024 Ticket: GOP Rep.,"Former President Donald Trump told Newsweek he wishes Haley ""luck.""",Nick Mordowanec,2023-02-14 21:56:18+00:00,https://www.newsweek.com/republicans-need-woman-2024-ticket-gop-rep-1781275,0.0,0.0,1.0,0.0,0.0
Newsweek,Misguided Attacks on Ron DeSantis Are Actually the Ultimate Compliment | Opinion,Some on the possible 2024 list already seem to be taking specific aim at DeSantis.,Mark Davis,2023-02-13 11:30:01+00:00,https://www.newsweek.com/misguided-attacks-ron-desantis-are-actually-ultimate-compliment-opinion-1780518,1.0,0.223,0.538,0.238,0.0516
Newsweek,Nikki Haley Bucks Trump to Send Putin a Message,"Haley is taking a strong posture against Russia, even as the Republican base is starting to sour on U.S. support for the war in Ukraine.",Nick Reynolds,2023-02-17 17:43:09+00:00,https://www.newsweek.com/nikki-haley-bucks-donald-trump-send-vladimir-putin-russia-message-1782100,0.0,0.0,1.0,0.0,0.0
Newsweek,"Amid U.S.-China Resource Race, ISIS Makes Afghan Mines Hard to Reach for Xi","""If the Taliban cannot guarantee security, there will be a problem,"" geoscientist Scott L. Montgomery told Newsweek.",Tom O'Connor,2023-02-16 10:00:01+00:00,https://www.newsweek.com/amid-us-china-resource-race-isis-makes-afghan-mines-hard-reach-xi-1781301,-1.0,0.122,0.783,0.096,-0.0772
The American Conservative,It’s Happening Again,"It is probably best to look at the 2024 GOP field primarily as a race for the vice presidency.
The post It’s Happening Again appeared first on The American Conservative.",Jude Russo,2023-02-16 16:00:00+00:00,https://www.theamericanconservative.com/its-happening-again/,0.0,0.0,1.0,0.0,0.0
The Hill,Ranking the GOP’s top 10 presidential candidates,"Former United Nations Ambassador Nikki Haley this week became the second major Republican candidate for president in 2024, joining former President Trump in ...",Niall Stanage,2023-02-18 11:00:00+00:00,https://thehill.com/homenews/campaign/3863222-ranking-the-gops-top-10-presidential-candidates/,1.0,0.0,0.735,0.265,0.2023
The Hill,Nikki Haley announces presidential run,"Former South Carolina Gov. Nikki Haley (R) jumped into the presidential race early Tuesday, becoming the first Republican to officially challenge former...",Max Greenwood,2023-02-14 12:26:18+00:00,https://thehill.com/homenews/campaign/3857039-nikki-haley-announces-presidential-campaign-strikes-optimistic-tone-in-launch-video/,0.0,0.0,1.0,0.0,0.0
