source,title,description,author,publishedAt,url,sentimentScore,neg,neu,pos,compound
ABC News,Guest lineups for the Sunday news shows,Guest lineups for the Sunday news shows,The Associated Press,2023-02-04 00:23:39+00:00,https://abcnews.go.com/Politics/wireStory/guest-lineups-sunday-news-shows-96888129,0.0,0.0,1.0,0.0,0.0
ABC News,Guest lineups for the Sunday news shows,Guest lineups for the Sunday news shows,The Associated Press,2023-02-04 00:23:46+00:00,https://abcnews.go.com/Entertainment/wireStory/guest-lineups-sunday-news-shows-96888190,0.0,0.0,1.0,0.0,0.0
Al Jazeera English,Balloon ‘panic’ intensifies push against China in Washington,Biden administration faces growing calls from US Congress for tough policies against China after 'spy' balloon incident.,Al Jazeera,2023-02-09 00:12:38+00:00,https://www.aljazeera.com/news/2023/2/9/balloon-panic-intensifies-push-against-china-in-washington,-1.0,0.398,0.602,0.0,-0.5106
Bloomberg,Chinese Tourism Rebound Is Good News for Global Markets,You can call it the “White Lotus” effect.,Bryce Baschuk,2023-02-09 12:00:31+00:00,https://www.bloomberg.com/news/newsletters/2023-02-09/supply-chain-latest-china-tourism-rebounds-from-pandemic-lows,1.0,0.0,0.707,0.293,0.4404
Breitbart News,Exclusive - Sen. Tom Cotton Says Biden's Chinese Spy Balloon Weakness Will Bring 'More Provocations',"Biden's weakness and indecision on a Chinese spy balloon will only bring more Chinese provocations, Cotton told Breitbart News.","Kristina Wong, Kristina Wong",2023-02-06 23:09:21+00:00,https://www.breitbart.com/politics/2023/02/06/exclusive-sen-tom-cotton-says-bidens-chinese-spy-balloon-weakness-will-bring-more-provocations/,-1.0,0.172,0.736,0.092,-0.3182
Breitbart News,Cotton: 'Humiliation Was Inflicted by Chinese Communists' on Biden,"Senator Tom Cotton (R-AR) said on this week's broadcast of ""Fox News Sunday"" that President Joe Biden allowing the Chinese balloon to fly over the United States was a ""humiliation."" | Clips","Pam Key, Pam Key",2023-02-05 18:57:22+00:00,https://www.breitbart.com/clips/2023/02/05/cotton-humiliation-was-inflicted-by-chinese-communists-on-biden/,-1.0,0.381,0.619,0.0,-0.5719
Breitbart News,"Rubio Reintroduces Bipartisan TikTok Ban, Says ‘Momentum Is Growing’ to Pass Bill","Sen. Marco Rubio (R-FL) reintroduced a bill with Sen. Angus King (I-ME) on Friday to ban TikTok unless the app is fully divested of Chinese ownership, announcing that “momentum is growing” to pass the legislation.","Ashley Oliver, Ashley Oliver",2023-02-11 02:45:09+00:00,https://www.breitbart.com/politics/2023/02/10/rubio-reintroduces-bipartisan-tiktok-ban-momentum-growing-pass-bill/,-1.0,0.252,0.629,0.119,-0.4404
Breitbart News,Arkansas Delegation Presses Biden Energy Department on $200M Federal Grant Awarded to CCP-Linked Company,The Republican Arkansas delegation is demanding answers from the Department of Energy as to why it awarded a $200 million grant to a company linked to the Chinese Communist Party (CCP) using American taxpayer money that was supposed to be used to make America…,"Kristina Wong, Kristina Wong",2023-02-11 02:26:14+00:00,https://www.breitbart.com/politics/2023/02/10/arkansas-delegation-presses-biden-energy-department-200m-federal-grant-awarded-ccp-linked-company/,1.0,0.0,0.552,0.448,0.743
Breitbart News,"House Republicans, 42 Democrats Vote to Stop D.C. from Giving Illegal Aliens Right to Vote","House Republicans and only 42 House Democrats voted to stop Washington, DC from giving illegal aliens the right to vote in municipal elections. Meanwhile, 162 House Democrats voted to give illegal aliens the right to vote.","John Binder, John Binder",2023-02-09 22:35:34+00:00,https://www.breitbart.com/politics/2023/02/09/house-republicans-42-democrats-vote-to-stop-d-c-from-giving-illegal-aliens-right-to-vote/,-1.0,0.337,0.523,0.14,-0.5267
Breitbart News,"Katie Britt, Senate Republicans Unveil Sweeping Border Security Package","Sen. Katie Britt (R-AL) led a coalition of Senate Republicans in introducing a comprehensive border security package to curb the border crisis, crack down on asylum abuse, and protect American families.","Sean Moran, Sean Moran",2023-02-09 19:31:07+00:00,https://www.breitbart.com/politics/2023/02/09/katie-britt-senate-republicans-unveil-sweeping-border-security-package/,1.0,0.0,0.769,0.231,0.34
Breitbart News,Progressives Move to Obstruct Medicare Advantage as Biden Moves to Cut Medicare Program,Progressive Democrats introduced legislation to obstruct Medicare Advantage just as President Joe Biden moved to cut the popular entitlement program.,"Sean Moran, Sean Moran",2023-02-07 22:53:47+00:00,https://www.breitbart.com/politics/2023/02/07/progressives-move-to-obstruct-medicare-advantage-as-biden-moves-to-cut-medicare-program/,-1.0,0.174,0.661,0.165,-0.0258
Breitbart News,Gingrich: Military Ignored 'Suggester-in-Chief' Biden Regarding Chinese Balloon,"Former Speaker of the House Newt Gingrich (R-GA) said Monday on FNC's ""America Reports"" that the military treated President Joe Biden like a ""suggester-in-chief"" when coming up with a plan to shoot down the Chinese balloon that flew across the United States. …","Pam Key, Pam Key",2023-02-06 23:31:12+00:00,https://www.breitbart.com/clips/2023/02/06/gingrich-military-ignored-suggester-in-chief-biden-regarding-chinese-balloon/,-1.0,0.247,0.753,0.0,-0.3182
Breitbart News,"GOP Slams Biden’s Legacy, ‘Failed Far Left Agenda’ Ahead of SOTU: Americans Know ‘Real’ State of Union","Republican officials slammed President Joe Biden’s “legacy” ahead of his State of the Union address, pointing to the multiple crises affecting the nation as a result of the Democrat leader’s abundant “failures,” while calling to “reverse course.”","Joshua Klein, Joshua Klein",2023-02-07 18:06:09+00:00,https://www.breitbart.com/politics/2023/02/07/gop-slams-bidens-legacy-failed-far-left-agenda-ahead-sotu-americans-know-real-state-union/,-1.0,0.191,0.809,0.0,-0.5106
CNN,"5 things to know for Feb. 6: Earthquake, Spy balloon, Grammys, Debt limit, Recycling",Here's what else you need to know to Get Up to Speed and On with Your Day.,Alexandra Meeks,2023-02-06 11:47:56+00:00,https://www.cnn.com/2023/02/06/us/five-things-february-6-trnd/index.html,-1.0,0.217,0.783,0.0,-0.3612
CNN,Why the Chinese balloon crisis could be a defining moment in the new Cold War,"The Chinese balloon saga threatens to be a watershed moment in the world's dangerous new superpower rivalry: For the first time, Americans experienced a tangible symbol of the national security challenge from Beijing.",Stephen Collinson,2023-02-06 05:39:52+00:00,https://www.cnn.com/2023/02/06/politics/us-china-new-cold-war-spy-balloon/index.html,-1.0,0.5,0.5,0.0,-0.8402
Fox News,Cotton says spy balloon morphed into trial balloon testing Biden's strength: 'the president failed',Senate Intellifence Committee member Sen. Tom Cotton warned that President Biden failed a test of his strength by allowing a Chinese spy balloon to fly across the U.S.,Ronn Blitzer,2023-02-05 15:50:26+00:00,https://www.foxnews.com/politics/cotton-says-spy-balloon-morphed-trial-balloon-testing-bidens-strength-president-failed,-1.0,0.2,0.606,0.194,-0.0258
Fox News,"'Fox News Sunday' on February 5, 2022","This week, 'Fox News Sunday' welcomed Sen. Tom Cotton, White House Chief Economist Jared Bernstein, and more to discuss this week's top political news.",Fox News Staff,2023-02-05 19:15:19+00:00,https://www.foxnews.com/transcript/fox-news-sunday-february-5-2022,0.0,0.0,1.0,0.0,0.0
Fox News,Republican Sen. Romney defends Biden's handling of Chinese spy flight: 'satisfactorily answered',"Sen. Mitt Romney, R-Utah, defended President Biden amid criticism of his handling of a Chinese surveillance balloon that flew across the country last week.",Louis Casiano,2023-02-10 01:03:46+00:00,https://www.foxnews.com/politics/republican-sen-romney-defend-biden-chinese-spy-flight-satifactorily-answered,1.0,0.0,0.794,0.206,0.3818
Fox News,"Jordan, Cruz shred Biden over suspected Chinese spy balloon by comparing him to past presidents: 'Weakness'","Rep. Jim Jordan said President Biden's inaction on the suspected Chinese spy balloon flies in the face of previous presidents, like Ronald Reagan and John F. Kennedy.",Lawrence Richard,2023-02-04 10:33:20+00:00,https://www.foxnews.com/politics/jordan-cruz-shred-biden-chinese-spy-balloon-comparing-past-presidents,-1.0,0.32,0.68,0.0,-0.5719
Fox News,Suspected Chinese spy balloon could end up over the Carolinas later this weekend if Biden fails to take action,"Should President Biden fail to act on a suspected Chinese spy balloon, it could make its way over the Carolinas by Saturday afternoon, completing a trip across the United States.",Lawrence Richard,2023-02-04 05:30:21+00:00,https://www.foxnews.com/politics/suspected-chinese-spy-balloon-could-carolinas-weekend-biden-fails-action,-1.0,0.299,0.701,0.0,-0.5719
Fox News,Republicans blast Biden admin over plan to crack down on waiters' tips,Republican lawmakers blasted the Biden administration Wednesday after the Internal Revenue Service released a plan to crack down on service industry workers' tips.,Thomas Catenacci,2023-02-08 21:30:30+00:00,https://www.foxnews.com/politics/republicans-blast-biden-admin-plan-crack-down-waiters-tips,0.0,0.0,1.0,0.0,0.0
Fox News,5 burning questions from Congress on Biden's handling of China’s surveillance mission in US airspace,Lawmakers have a growing list of questions about how President Biden handled the presence of a Chinese surveillance balloon over U.S. territory for several days.,Peter Kasperowicz,2023-02-06 19:44:12+00:00,https://www.foxnews.com/politics/burning-questions-congress-bidens-handling-chinas-surveillance-missions-us-airspace,0.0,0.0,1.0,0.0,0.0
